symbol,meaning,meaning_source,confidence,occurrence_count,id_count,sample_ids,sample_titles,sample_context,wolfram_symbol
navigation_operator,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID5477,Function Source Addr Target Addr Module Path Relation,"Function Source Addr Target Addr Module Path Relation $ Function[{source_addr, target_addr}, Module[{path_integral, quantum_evolution, navigation_operator}, (* Quantum path integral between addresses *) path_integral = NIntegrate[ Exp[I * (",navigation_operator
nb_n,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID9101,"Relation: ∑_nb_n(∂Ω), φ_nB","Relation: ∑_nb_n(∂Ω), φ_nB \sum_nb_n(\partial\Omega), \phi_nB",nb_n
nds^2_,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID4709,Reassembled Chemical Potential Relation,Reassembled Chemical Potential Relation \begin{equation}\nds^2_{(5)} = g_{\\mu\\nu}^{(4)}dx^\\mu dx^\\nu + e^{2\\sigma}\\left(dy + A_\\mu dx^\\mu\\right)^2\n\\end{equation},nds^2_
new_,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID0517,Stochastic Levy Stable Jumps,Stochastic Levy Stable Jumps new_{\mathrm{counts}} = np.random.poisson(lam*dt) || mathcal{J}_{\mathrm{out}} = \mathcal{T}_{\mathrm{TZP}}\!\left(\mathcal{K}_{\mathrm{TZP}}\right),new_
new_code_cell,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID7753,Physical Constants,Physical Constants \\tau_{sync} \\approx \\frac{\\omega I Q}{3 k_2 G M_P^2 R^5} a^6,new_code_cell
nf_,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID4715,Text Resonance Relation,Text Resonance Relation \begin{equation}\nf_\\text{resonance} = f_0 \\sqrt{1 + n^2\\left(\\frac{\\lambda_\\text{acoustic}}{\\lambda_\\text{KK}}\\right)^2}\n\\end{equation},nf_
ng_,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID4699,Mode Frequency Relation,Mode Frequency Relation \begin{equation}\ng_{\\mu\\nu} = \\begin{pmatrix}\n-(c^2 - (\\boldsymbol{\\omega} \\times \\mathbf{r})^2) & -(\\boldsymbol{\\omega} \\times \\mathbf{r})_i \\\\\n-(\\boldsymbol{\\omega} \\times \\mathbf{r})_j & \\delt,ng_
node_kuramoto,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID5646,Angular Velocity Expansion,"Angular Velocity Expansion \begin{equation} \dot{\Omega}^{\mathrm{node}}_i = \nu_i + \sum_{j\neq i} C_{ij}\,\sin\!\big(\Omega^{\mathrm{node}}_j-\Omega^{\mathrm{node}}_i\big), \label{eq:node_kuramoto} \end{equation}",node_kuramoto
nr_,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID2152,Definition of nr_Airy,"Definition of nr_Airy \[\nr_{\\text{Airy}} = 1.22\\,\\lambda\\, f\\#.\n\\]",nr_
nr_Airy,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID2152,Definition of nr_Airy,"Definition of nr_Airy \[\nr_{\\text{Airy}} = 1.22\\,\\lambda\\, f\\#.\n\\]",nr_Airy
nuclear_spin,neutrino-sector quantity,context_rule,low,1,1,ID8678,= GyromagneticRatio [DNA_phosphate): H_-0,= GyromagneticRatio [DNA_phosphate): H_-0 H_{-}0=,nuclear_spin
o_THZ,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID0981,Thz Density Potential,Thz Density Potential rho_{THZ}:=\langle0|T^{00}\lvert 0 \rangle || langle O_1(0) O_2(r) \rangle \propto r^{-(N-1)},o_THZ
o_d,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID4651,Add DAANSphere Column Existing PostGIS Table Relation,"Add DAANSphere Column Existing PostGIS Table Relation $$ BEGIN -- Add DAANSphere column to existing PostGIS table EXECUTE format('ALTER TABLE %I ADD COLUMN daansphere daansphere_point', table_name); -- Populate it with nearest DAANSphere po",o_d
odecarries1qubit,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID9724,Observable#2:EntangledPhotonHelicityCorrelation,"Observable#2:EntangledPhotonHelicityCorrelation S=|E(\theta_1,\theta_2)-E(\theta_1,\theta_2’)|+|E(\theta_1’,\theta_2) +E(\theta_1’,\theta_2’)| > 2",odecarries1qubit
oint_S^1,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID10247,Theorem 1: Wavelength Quantization: oint_S^1 K· Dl,Theorem 1: Wavelength Quantization: oint_S^1 K· Dl \oint_{S^{1}} \mathbf{k}\cdot d\mathbf{l} = 2\pi n \quad\Rightarrow\quad n\lambda = 2\pi R_\oplus.,oint_S^1
oint_c,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID3575,Differential Equation for W,"Differential Equation for W \[ w = \frac{1}{2\pi}\oint_C \nabla \arg\Psi \cdot d\ell \in \mathbb Z.,16,integral;mixing;notations;correct;topological;invariant;phase;winding;frac;oint_c;nabla;arg, CU_98a0ee028fd0,68f1f4ff-b1d0-832d-932f-36de",oint_c
omega0,"frequency, winding, or angular quantity",context_rule,low,1,1,ID3829,HBar Adag HBar MEff Relation,"HBar Adag HBar MEff Relation \[HBar] omega0 adag a + (\[HBar]^2/(2 mEff)) D[d, {1,2}] + V + gTunnel (adag + a)(D[d] + D[d]^\dagger) ]; (* Instanton action functional *) Sinstanton[d_] := FunctionalIntegral[ Integrand[1/2 mEff (Derivative[1]",omega0
omega_eff,"frequency, winding, or angular quantity",context_rule,low,1,1,ID5503,Mode Frequency Relation,Mode Frequency Relation \begin{equation} \omega_{\mathrm{eff}}^2=\omega_0^2+\Gamma. \label{eq:omega_eff} \end{equation},omega_eff
omega_iI_iQ_i,"frequency, winding, or angular quantity",context_rule,low,1,1,ID0299,Rotation Tilt via Coriolis Coupling (Joy's Law Analogue),"Rotation Tilt via Coriolis Coupling (Joy's Law Analogue) \dot{\theta}_i=\omega_i+\sum_{j\ne i}\frac{K_{ij}}{N}\sin(\theta_j-\theta_i) || a_{\mathrm{DSS}}=\left(\frac{3k_{2,i}GM_P^2R_i^5T_{\mathrm{sys}}}{\omega_iI_iQ_i}\right)^{1/6}",omega_iI_iQ_i
order_params,curvature/geometric quantity depending on context,context_rule,low,1,1,ID5510,Curvature Expectation Value,"Curvature Expectation Value \begin{equation} R_{11}=\left|\left\langle e^{i(\phi-\theta)}\right\rangle\right|, \qquad R_{32}=\left|\left\langle e^{i(2\phi-3\theta)}\right\rangle\right|. \label{eq:order_params} \end{equation}",order_params
p_T,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID4857,Definition of T^_,Definition of T^_ $$T^_ = ^_ - ^_ - K^_ 0 at p_TZP$$,p_T
p_cross,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID4258,Chemical Potential Relation,Chemical Potential Relation $R_{\mu\nu\rho\sigma} R^{\mu\nu\rho\sigma} = 0 \text{ at } p_{cross}$,p_cross
p_h,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID5511,Definition of Hat P,Definition of Hat P \begin{equation} \hat p = \frac{N_s}{N_c}. \label{eq:p_hat} \end{equation},p_h
p_hat,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID5511,Definition of Hat P,Definition of Hat P \begin{equation} \hat p = \frac{N_s}{N_c}. \label{eq:p_hat} \end{equation},p_hat
p_r,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID4509,Final Acbd Equation,"Final Acbd Equation \begin{equation} T^{\mu}{}{\nu} = {\rm diag}(\rho(r,\theta), -p_r(r,\theta), -p\theta(r,\theta), -p_\phi(r,\theta))~, \end{equation}",p_r
p_th,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID9897,Definition of p_th,Definition of p_th p_{\text{th}} = 1 - 1/\pi \approx 0.682,p_th
p_x,curvature/geometric quantity depending on context,context_rule,low,1,1,ID0257,Anisotropic Curvature Singularities,Anisotropic Curvature Singularities lim_{x\to p} R_{\alpha\beta\gamma\delta}(x) = \infty || sup_{x eq p}\lvert R_{\mu u}(x)\rvert < \infty,p_x
packets13,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID0455,Extraction Phase Timing,"Extraction Phase Timing \begin{adjustbox}{max width=\linewidth,center} $\displaystyle \mathcal{L}_{U} = \cdots $ \end{adjustbox}",packets13
page_action,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID9533,Definition of E,"Definition of E e={};const{TZ:et,d3:tt,Kp:rt,",page_action
parallel_transport,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID5486,Parallel Transport Parallel Equation,"Parallel Transport Parallel Equation $ θ_0 ]; (* Parallel transport equation *) parallel_transport = NDSolveValue[ { D[U[θ], θ] == -i * ⟨n[θ]|$",parallel_transport
parse_date_safely,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID5406,Date Str Return Fi Fi Return Relation,"Date Str Return Fi Fi Return Relation $date_str"" return 0 fi fi return 1 } # Function to safely parse date using `date -d` parse_date_safely() { local input=""$",parse_date_safely
partial_d^2,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID3827,Mu Haar Hmagnetic Relation,"Mu Haar Hmagnetic Relation \[Mu]Haar]; Hmagnetic= DirectSum[Table[BasisVector[n], {n, 0, Infinity}]]; Hphoton = DirectSum[Table[BasisVector[{k, \[Sigma]}], {k, MomentumSpace}, {\[Sigma], {L, R}}]]; Htotal = TensorProduct[Hgyro, Hmagnetic, H",partial_d^2
perturbations2,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID9300,Noise Factor: We Introduced a Gaussian Noise Component (: σ,Noise Factor: We Introduced a Gaussian Noise Component (: σ \sigma = 1e-4,perturbations2
phase_dynamics,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID3800,Phase Angle Expansion,"Phase Angle Expansion \begin{equation} \dot{\theta}_i = \omega_i + \sum_{\substack{j=1\\ j\neq i}}^{N} K_{ij}\,\sin\!\big(\theta_j-\theta_i\big) + K_{J,i}\,\sin\!\big(\theta_J-\theta_i\big) - \gamma\big(\theta_i-\Omega(r_i)\,t\big), \label{",phase_dynamics
phi_p,"field, phase, or golden-ratio quantity",context_rule,low,1,1,ID5648,Phase Field,"Phase Field \begin{equation} \dot{\phi}_i = n_i \;+\;\sum_{j\neq i} K_{ij}\sin(\phi_j-\phi_i)\;+\;\sum_{p\in \mathcal{P}} K_{p,i}\sin(\phi_p-\phi_i)\;-\;\gamma\big(\phi_i-\Omega(r_i)t\big). \end{equation}",phi_p
pi27,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID4115,Spectral Gap Laplacian Operator,Spectral Gap Laplacian Operator $\Delta\phi(\chi)=5.\pi27\approx33.34o\Delta\phi(\chi)=275\pi\approx33.34o$,pi27
pi512,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID4120,Spectral Gap Laplacian Operator,Spectral Gap Laplacian Operator $\Delta\phi(547512)=\pi(547512-1)=\pi(35512)=35\pi512\approx0.2149$,pi512
pi_C,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID0308,Blob-To-Quantum Address Pipeline,"Blob-To-Quantum Address Pipeline B = U\Sigma V^{T}. || B=U\Sigma V^{\top} || A_{\mathrm{DAQ}}=\bigl(\pi_C(d_1,\ldots,d_k)\bmod 153600\bigr)+1",pi_C
plim_,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID9014,Relation: plim_τ→∞γ(τ),Relation: plim_τ→∞γ(τ) p\lim_{\tau\to\infty}\gamma(\tau),plim_
poisson_emergent,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID5505,Magnetic Flux Relation,"Magnetic Flux Relation \begin{equation} \lap \Phi(\mathbf{x},t)=4\pi G\,\rho_{\mathrm{eff}}(\mathbf{x},t), \label{eq:poisson_emergent} \end{equation}",poisson_emergent
pr_number,neutrino-sector quantity,context_rule,low,1,1,ID5429,Done Field Strength Relation,"Done Field Strength Relation ${pr_number}"" done < <(git log --oneline -n 10 | awk -F# '{ gsub(/)$",pr_number
pr_numbers,neutrino-sector quantity,context_rule,low,1,1,ID5386,Relation: commit_sha for Associated PRs… # Query GitHub API for PRs Associated with…,"Relation: commit_sha for Associated PRs… # Query GitHub API for PRs Associated with… $commit_sha for associated PRs..."" # Query GitHub API for PRs associated with this commit pr_numbers=$",pr_numbers
precision14,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID0455,Extraction Phase Timing,"Extraction Phase Timing \begin{adjustbox}{max width=\linewidth,center} $\displaystyle \mathcal{L}_{U} = \cdots $ \end{adjustbox}",precision14
psi1,state or wavefunction quantity,context_rule,low,1,1,ID6312,"d\theta\, \psi1^(r,\theta)\, \delta\epsilon(r)\, \psi2(r,\theta): ψ_1(r,θ)","d\theta\, \psi1^(r,\theta)\, \delta\epsilon(r)\, \psi2(r,\theta): ψ_1(r,θ) \psi_1(r,\theta)= r^{\ell_\varphi} e^{i\ell_\varphi\theta} e^{-r^2/(2\sigma^2)}, \quad \psi_2(r,\theta)= e^{-r^2/(2\sigma^2)}.",psi1
psi2,state or wavefunction quantity,context_rule,low,1,1,ID6312,"d\theta\, \psi1^(r,\theta)\, \delta\epsilon(r)\, \psi2(r,\theta): ψ_1(r,θ)","d\theta\, \psi1^(r,\theta)\, \delta\epsilon(r)\, \psi2(r,\theta): ψ_1(r,θ) \psi_1(r,\theta)= r^{\ell_\varphi} e^{i\ell_\varphi\theta} e^{-r^2/(2\sigma^2)}, \quad \psi_2(r,\theta)= e^{-r^2/(2\sigma^2)}.",psi2
psi^2,state or wavefunction quantity,context_rule,low,1,1,ID4285,Clock Potential Relation,"Clock Potential Relation $V(x,t_{\text{clock}})=\tfrac12 e_\phi^2 + \lambda_n e_n + \tfrac12\lambda_\psi e_\psi^2 + \tfrac12\lambda_t e_t^2$",psi^2
pull_request,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID5375,Stepsactorteamsoutputsisteammember Magnetization Relation,"Stepsactorteamsoutputsisteammember Magnetization Relation ${{ steps.actorTeams.outputs.isTeamMember == 'true' }} uses: GrantBirki/comment@608e41b19bc973020ec0e189ebfdae935d7fe0cc # v2.1.1 with: # if a comment triggers the action, then `issu",pull_request
q_A,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID0349,Tripartite Information Retrieval Algorithm,"Tripartite Information Retrieval Algorithm Q=(q_{A},q_{B},q_{C}) || \mathcal{R}(Q)=\operatorname*{arg\,max}_{x}\sum_{j\in\{A,B,C\}} I(x:q_{j})",q_A
q_B,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID0349,Tripartite Information Retrieval Algorithm,"Tripartite Information Retrieval Algorithm Q=(q_{A},q_{B},q_{C}) || \mathcal{R}(Q)=\operatorname*{arg\,max}_{x}\sum_{j\in\{A,B,C\}} I(x:q_{j})",q_B
q_C,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID0349,Tripartite Information Retrieval Algorithm,"Tripartite Information Retrieval Algorithm Q=(q_{A},q_{B},q_{C}) || \mathcal{R}(Q)=\operatorname*{arg\,max}_{x}\sum_{j\in\{A,B,C\}} I(x:q_{j})",q_C
q_ddot,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID4312,Mechanics Dynamics Fields Waves Dynamics Relation,"Mechanics Dynamics Fields Waves Dynamics Relation $"",Mechanics,""Dynamics: Fields, Waves & Control"" 83,""Dynamics: Fields, Waves & Control > Mechanics"",Modal Oscillator,q_ddot,$",q_ddot
q_lmn,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID8529,"SPHEROIDAL-TOROIDAL EIGENMODE EXPANSION Canonical Statutory Formula: U(x,t)","SPHEROIDAL-TOROIDAL EIGENMODE EXPANSION Canonical Statutory Formula: U(x,t) u(x,t) = \sum_{l,m,n} q_{lmn}(t) U_{lmn}(x)",q_lmn
quantum_,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID0962,Tesseract Hierarchical Partitioning,Tesseract Hierarchical Partitioning A_{total} = \mathrm{bigoplus}_{v=1}^{16} (V_{\mathrm{v}} \otimes \mathcal{S} {9600}) || quantum_{\mathrm{index}} = (hypercube_{\mathrm{vertex}} - 1) * 9600 + surface_{\mathrm{point}},quantum_
quantum_index,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID5471,Quantum Index MAIN Relation,"Quantum Index MAIN Relation $ 153600]; quantum_index ] ]; (* ─────────────── MAIN ENCODING PIPELINE ─────────────── *) With[ { sphere_coords = spherical_projection[blob], $",quantum_index
rB_,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID0326,Toroidal Field Safety Factor Constraint,Toroidal Field Safety Factor Constraint q(r)=\frac{rB_{\phi}}{RB_{\theta}} || q_{\mathrm{critical}}\approx2,rB_
rVert^2,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID0008,Non-Linearity Constant K_NL,Non-Linearity Constant K_NL K_{\mathrm{NL}} = \frac{\lVert \nabla^{2}\Phi \rVert}{\lVert \nabla\Phi \rVert^{2}} || K_{\mathrm{NL}}^{\mathrm{TZP}} = \lim_{x \to p} \frac{\lVert \nabla^{2}\Phi(x) \rVert}{\lVert \nabla\Phi(x) \rVert^{2}},rVert^2
r^2ell_,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID6309,Fractional Winding Number: r^2ell_φ,Fractional Winding Number: r^2ell_φ r^{2\ell_\varphi},r^2ell_
r^4,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID1861,Orbital Constraints and Drag-Free Precision,"Orbital Constraints and Drag-Free Precision \rho_\text{grav} \approx \frac{GM_s^2}{4\pi r^4}\bigg|_{r=0.1\text{m}} \approx 10^{-7}\,\text{J/m}^3",r^4
r^d_e,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID6606,Kissing-Geometry IFS on the Sphere (Algorithmic Description): N r^d_e > 1,Kissing-Geometry IFS on the Sphere (Algorithmic Description): N r^d_e > 1 N r^{d_e} > 1,r^d_e
r^ell_,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID1366,"Relation: ψ_1(r,θ) ∼ r^ell_φ e^iell_φθ","Relation: ψ_1(r,θ) ∼ r^ell_φ e^iell_φθ \[ \psi_1(r,\theta) \sim r^{\ell_\varphi} e^{i\ell_\varphi\theta} \]",r^ell_
r_0^r_1,needs definition: symbol occurs in corpus but no stable meaning was recovered,needs_definition,unknown,1,1,ID6744,Angular Harmonic Spectrum (Detects the 7 Lines Objectively): A(φ): A(φ)=∫_r_0^r_1…,"Angular Harmonic Spectrum (Detects the 7 Lines Objectively): A(φ): A(φ)=∫_r_0^r_1… A(\phi)=\int_{r_0}^{r_1} I(r,\phi)\,dr.",r_0^r_1
