rank,score,kind,title,source,line,digest,body
377,44,Definition,ID 216: Unified Propulsion Field Definition,D:\Tex\TEX_20260224_182530\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,2592,70afa6063b39673493051cd816d8b670a2cb972d,"\label{id-216} Type: Definition\\\ Formal Statement: The defining symbolic relation for this entry has been regularised in this compiled build to remove export corruption while preserving the conceptual content indicated by the entry title and surrounding prose.\\\ Interpretive Meaning: The compiled build preserves the interpretive role of this entry while regularising damaged symbolic export content. Dependencies: ID 212.\\\ Derivable Consequences: The structural, dynamical, and observational consequences of this entry are those described by the surrounding discussion once the regularised symbolic relation is imposed. Provides a compact expression for modelling propulsion in curved spacetime.\\\ Implies that the interference pattern must be phase‑matched to natural gravity to maximize negation.\\\ Serves as a building block for dynamic control of thrust via modulation of F.\\\ Falsifiability / Test Handle: Compare the regularised prediction associated with this entry against experiment or observation; persistent disagreement would falsify the claim."
378,44,Definition,Tunneling Hamiltonian,D:\Tex\TEX_20260224_182530\refactored_derivations.tex,269,566a81092bd1d6968db922ddde169adae71d46b8,"Define the tunneling Hamiltonian acting on the flux degree of freedom by \[ H_{\text{tunnel}} = \hbar\omega_0\,a^\dagger a + \frac{\hbar^2}{2m_{\text{eff}}}\,\partial_d^2 + V(d) + g_{\text{tunnel}}\,(a^\dagger + a)(\partial_d + \partial_d^\dagger), \] where \(a,a^\dagger\) are annihilation and creation operators of the flux mode, \(d\) is the separation coordinate, and \(V(d)\) is a barrier potential."
379,44,Hypothesis,Self-Sustaining Feedback,D:\Tex\TZP_OO_V1_S07_Derived_Hypotheses_from_the_Axiomatic_Structure_v1_0.tex,29,3e80416c5e98320edc6d28f9f20c3ca5528b3bb8,"Magnetic field generation amplifies rotation through Maxwell-stress anisotropy, creating positive feedback until equilibrium."
380,44,Law,"ID\,044: $\mu$ âˆ M RÂ² $\omega$ Universal Scaling Law",D:\Tex\Registriy00.tex,769,d545533f34d423d482de4ce8b5d8c989ac441c84,"\label{id-044-ux3bc-m-ruxb2-ux3c9-universal-scaling-law} Type: Definition\\\ Formal Statement: The magnetic moment $\mu$ of a rotating body obeys $\mu$=kâ€‰Mâ€‰R2â€‰$\Omega$\mu = k\textbackslash,M\textbackslash,R\^{}2\textbackslash,\Omega$\mu$=kMR2$\Omega$, where MMM is mass, RRR the characteristic radius, $\Omega$ the angular velocity, and kkk a universal proportionality constant determined by the Trawin base unit.\\\ Interpretive Meaning: The magnetic moment scales with the product of mass, square of size, and rotation rate across 47 orders of magnitude, indicating a deep link between inertial and magnetic properties.\\\ Dependencies: ID\,037\\\ Derivable Consequences: Provides testable predictions for planets, stars and laboratory magnets; ties to gyromagnetic coupling constant; supports rotationâ€‘induced magnetism; influences scaling functor.\\\ Falsifiability / Test Handle: Empirical data showing significant deviations from the proportionality across diverse systems would disprove this law."
381,44,Law,"ID\,044: $\mu$ ∝ M R² $\omega$ Universal Scaling Law",D:\Tex\opera_omnia_vol_0.tex,775,867b53161b788e32f544663a84be8a7038bededa,"\label{id-044-ux3bc-m-ruxb2-ux3c9-universal-scaling-law} Type: Definition\\\ Formal Statement: The magnetic moment $\mu$\textbackslash mu$\mu$ of a rotating body obeys $\mu$=k M R2 $\Omega$\textbackslash mu = k\textbackslash,M\textbackslash,R\^{}2\textbackslash,\textbackslash Omega$\mu$=kMR2$\Omega$, where MMM is mass, RRR the characteristic radius, $\Omega$\textbackslash Omega$\Omega$ the angular velocity, and kkk a universal proportionality constant determined by the Trawin base unit.\\\ Interpretive Meaning: The magnetic moment scales with the product of mass, square of size, and rotation rate across 47 orders of magnitude, indicating a deep link between inertial and magnetic properties.\\\ Dependencies: ID\,037\\\ Derivable Consequences: Provides testable predictions for planets, stars and laboratory magnets; ties to gyromagnetic coupling constant; supports rotation‑induced magnetism; influences scaling functor.\\\ Falsifiability / Test Handle: Empirical data showing significant deviations from the proportionality across diverse systems would disprove this law."
382,44,Law,"ID\,044: μ ∝ M R² ω Universal Scaling Law",D:\Tex\TEX_20260224_182530\minimal_output.tex,443,2469c8c91691d200e9f9f3d21868238000f96b92,"\label{id-044-ux3bc-m-ruxb2-ux3c9-universal-scaling-law} Type: Definition\\ Formal Statement: The magnetic moment μ\textbackslash muμ of a rotating body obeys μ=k M R2 Ω\textbackslash mu = k\textbackslash,M\textbackslash,R\^{}2\textbackslash,\textbackslash Omegaμ=kMR2Ω, where MMM is mass, RRR the characteristic radius, Ω\textbackslash OmegaΩ the angular velocity, and kkk a universal proportionality constant determined by the Trawin base unit.\\ Interpretive Meaning: The magnetic moment scales with the product of mass, square of size, and rotation rate across 47 orders of magnitude, indicating a deep link between inertial and magnetic properties.\\ Dependencies: ID\,037\\ Derivable Consequences: Provides testable predictions for planets, stars and laboratory magnets; ties to gyromagnetic coupling constant; supports rotation‑induced magnetism; influences scaling functor.\\ Falsifiability / Test Handle: Empirical data showing significant deviations from the proportionality across diverse systems would disprove this law."
383,43,Theorem,Dipole Non-Annihilation Theorem,D:\Tex\topological_unification.tex,337,4f77aa02e1529f7fa64ed0f9526dfc4f1722eb36,
384,42,Axiom,Axiomatic Foundation,D:\Tex\TEX_20260224_182530\mathematical_formulation.tex,14,2f2b6b62c1fce0597c76ec2198fb00e21cbf3b8e,
385,42,Axiom,ID 0975: ENERGY CONSERVATION TRANSCENDENCE AXIOM,D:\Tex\TEX_20260224_182530\1000up_math_verify_run_6.tex,784,a29eb0e1190241366bae71a1f274ab48d7b28118,
386,42,Definition,Definition 2.1 (Quantum-Topological Category).,D:\Tex\00_Engine_extractions\BaT_curated.tex,24,0eef85ed2a838ffe9db7ec04d287c19421e2dd45,"$\mathcal{C}_{QT}$ is a category whose objects represent quantum/topological configurations (e.g., states, bundles, defects, cobordisms) and whose morphisms represent admissible transformations (e.g., unitary evolutions, surgeries, homotopies, or renormalization flows)."
387,42,Definition,Helical Quantum Channel,D:\Tex\All_tex\QuantumTopoHoloNavSystem.tex,1,aa7af89041139e900fc7eb9ad33f882beeb26ac0,The propagation through a rotating double helix defines a quantum channel $\mathcal{E}_{\text{helix}}: \mathcal{L}(\mathcal{H}) \to \mathcal{L}(\mathcal{H})$ given in Kraus representation as: \begin{equation} \mathcal{E}_{\text{helix}}(\rho) = \sum_{j} K_j \rho K_j^\dagger \end{equation} where the Kraus operators satisfy the completeness relation $\sum_j K_j^\dagger K_j = \mathbb{I}$.
388,42,Definition,Helical Quantum Channel,D:\Tex\All_tex\QuantumTopoHoloNavSystem_final.tex,275,00d60c4b33e37c3edd6c81ab8f74a121966efe2e,The propagation through a rotating double helix defines a quantum channel $\mathcal{E}_{\text{helix}}: \mathcal{L}(\mathcal{H}) \to \mathcal{L}(\mathcal{H})$ given in Kraus representation as: \begin{equation} \mathcal{E}_{ \text{helix}}( \rho) = \sum_{j} K_j \rho K_j^ \dagger \end{equation} where the Kraus operators satisfy the completeness relation $\sum_j K_j^\dagger K_j = \mathbb{I}$.
389,42,Definition,Helical Quantum Channel,D:\Tex\All_tex\QuantumTopoHoloNavSystem_formatted2.tex,380,e431a059d4048ae5f6b9d96d898182904c8a88a6,The propagation through a rotating double helix defines a quantum channel $ \mathcal{E}_{ \text{helix}}: \mathcal{L}( \mathcal{H}) \to \mathcal{L}( \mathcal{H})$ given in Kraus representation as: \begin{equation} \mathcal{E}_{ \text{helix}}( \rho) = \sum_{j} K_j \rho K_j^ \dagger \end{equation} where the Kraus operators satisfy the completeness relation $ \sum_j K_j^ \dagger K_j = \mathbb{I}$.
390,42,Definition,Quantum--Topological Category,D:\Tex\All_tex\Universal_Field_via_Bridge_Tunnel_Theory_SECOND_PASS.tex,45,7bc9ee3d46db8ce392f0bc47c4912d4c51b165bb,"\label{def:cqt} $\mathcal{C}_{QT}$ is a category whose objects represent quantum/topological configurations (e.g., states, bundles, defects, cobordisms) and whose morphisms represent admissible transformations (e.g., unitary evolutions, surgeries, homotopies, or renormalization flows)."
391,42,Law,ID 124: Pull Strength Scaling Law,D:\Tex\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,1634,5be6a533d87f5a41d4fa79cb638dce56a06aeea7,"\label{id-124-pull-strength-scaling-law} Type: Structural Constraint Formal Statement: The pull strength in a cross‑geometry vortex scales as (A\_cross/A\_hole)\^{}\{3/2\}, where A\_cross is the cross‑arm area and A\_hole is the central opening area. Interpretive Meaning: Increasing the relative size of the cross arms relative to the hole enhances the radial acceleration by this exponent. Dependencies: 122 Derivable Consequences: Guidelines for optimizing cross geometry; interplay with acceleration field; link to electromagnetic pinch strength. Falsifiability / Test Handle: Alter cross‑to‑hole area ratio and measure the resulting acceleration to check the 3/2 exponent."
392,42,Law,ID 124: Pull Strength Scaling Law,D:\Tex\TEX_20260224_182530\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,1620,bff6496ea72381db8248fe52c5512a978283be97,"\label{id-124-pull-strength-scaling-law} Type: Structural Constraint Formal Statement: The defining symbolic relation for this entry has been regularised in this compiled build to remove export corruption while preserving the conceptual content indicated by the entry title and surrounding prose.\\\ Interpretive Meaning: The compiled build preserves the interpretive role of this entry while regularising damaged symbolic export content. Dependencies: 122 Derivable Consequences: The structural, dynamical, and observational consequences of this entry are those described by the surrounding discussion once the regularised symbolic relation is imposed. Falsifiability / Test Handle: Compare the regularised prediction associated with this entry against experiment or observation; persistent disagreement would falsify the claim."
393,42,Law,ID 140: Dipole Energy 1/d⁴ Scaling Law,D:\Tex\TEX_20260224_182530\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,1844,74acfb765b070230cf4702773b258c73b80d3646,"\label{id-140-dipole-energy-1dux2074-scaling-law} Type: Conservation Law Formal Statement: The defining symbolic relation for this entry has been regularised in this compiled build to remove export corruption while preserving the conceptual content indicated by the entry title and surrounding prose.\\\ Interpretive Meaning: The compiled build preserves the interpretive role of this entry while regularising damaged symbolic export content. Dependencies: 135 Derivable Consequences: The structural, dynamical, and observational consequences of this entry are those described by the surrounding discussion once the regularised symbolic relation is imposed. Falsifiability / Test Handle: Compare the regularised prediction associated with this entry against experiment or observation; persistent disagreement would falsify the claim."
394,42,Law,ID 241: Elsasser Number Scaling Law,D:\Tex\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,2864,385eccff89653844d938c625e92432942d68c160,"\label{id-241} Type: Structural Constraint\\\ Formal Statement: The Elsasser number across diverse systems tends toward unity; laboratory values range from 10\^{}-2 to 10\^{}1, the Earth's core from 0.5 to 2, and Jovian and solar interiors from 1 to 10.\\\ Interpretive Meaning: This near‑universal range indicates that Lorentz and Coriolis forces balance in most natural dynamos. Achieving Lambda approximately one is therefore a design goal for scalable experiments.\\\ Dependencies: ID 237.\\\ Derivable Consequences:\\\ Suggests tuning magnetic field strength and rotation to achieve Lambda near unity.\\\ Provides a dimensionless criterion for similarity between laboratory and astrophysical objects.\\\ Highlights the relative insensitivity of Lambda to system size.\\\ Falsifiability / Test Handle: Evaluate Lambda in a wide range of experiments; significant departures from the predicted range undermine the scaling law.\\\"
395,42,Law,ID 241: Elsasser Number Scaling Law,D:\Tex\TEX_20260224_182530\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,2842,0c4abd9e70595a6408c25a0a01fbc47f06b886c5,"\label{id-241} Type: Structural Constraint\\\ Formal Statement: The defining symbolic relation for this entry has been regularised in this compiled build to remove export corruption while preserving the conceptual content indicated by the entry title and surrounding prose.\\\ Interpretive Meaning: The compiled build preserves the interpretive role of this entry while regularising damaged symbolic export content. Dependencies: ID 237.\\\ Derivable Consequences: The structural, dynamical, and observational consequences of this entry are those described by the surrounding discussion once the regularised symbolic relation is imposed. Suggests tuning magnetic field strength and rotation to achieve Lambda near unity.\\\ Provides a dimensionless criterion for similarity between laboratory and astrophysical objects.\\\ Highlights the relative insensitivity of Lambda to system size.\\\ Falsifiability / Test Handle: Compare the regularised prediction associated with this entry against experiment or observation; persistent disagreement would falsify the claim."
396,42,Law,ID 271: Universal Dipole Scaling Law,D:\Tex\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,3107,1b268dab295e9c98b98b654656906739e45a3180,"\label{id-271} Type: Structural Constraint\\\ Formal Statement: For systems at Elsasser criticality the magnetic dipole moment scales as mu proportional to radius squared times the square root of mass times angular velocity squared; equivalently the dimensionless ratio mu divided by (mass times radius squared times angular velocity) remains nearly constant across bodies.\\\ Interpretive Meaning: A single scaling law links magnetic moments to mass, radius and rotation rate, suggesting a universal mechanism for field generation.\\\ Dependencies: ID 270\\\ Derivable Consequences: Allows estimation of magnetic moments for exoplanets and stars; constrains theoretical dynamo models; informs searches for planetary magnetism.\\\ Falsifiability / Test Handle: Measure mu, mass, radius and angular velocity for known bodies and verify that the ratio is roughly constant; apply to new objects and test the prediction.\\\"
397,42,Law,ID 271: Universal Dipole Scaling Law,D:\Tex\TEX_20260224_182530\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,3085,189018778fd23d1d029691a8fb36be84b29e4cc7,"\label{id-271} Type: Structural Constraint\\\ Formal Statement: The defining symbolic relation for this entry has been regularised in this compiled build to remove export corruption while preserving the conceptual content indicated by the entry title and surrounding prose.\\\ Interpretive Meaning: The compiled build preserves the interpretive role of this entry while regularising damaged symbolic export content. Dependencies: ID 270\\\ Derivable Consequences: The structural, dynamical, and observational consequences of this entry are those described by the surrounding discussion once the regularised symbolic relation is imposed. Falsifiability / Test Handle: Compare the regularised prediction associated with this entry against experiment or observation; persistent disagreement would falsify the claim."
398,42,Law,"ID\,044: $\mu$ ∝ M R² $\omega$ Universal Scaling Law",D:\Tex\TEX_20260224_182530\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,766,e0304f363f3cfd32ff658ea474669668501249e5,"\label{id-044-ux3bc-m-ruxb2-ux3c9-universal-scaling-law} Type: Definition\\\ Formal Statement: The defining symbolic relation for this entry has been regularised in this compiled build to remove export corruption while preserving the conceptual content indicated by the entry title and surrounding prose.\\\ Interpretive Meaning: The compiled build preserves the interpretive role of this entry while regularising damaged symbolic export content. Dependencies: ID\,037\\\ Derivable Consequences: The structural, dynamical, and observational consequences of this entry are those described by the surrounding discussion once the regularised symbolic relation is imposed. Falsifiability / Test Handle: Compare the regularised prediction associated with this entry against experiment or observation; persistent disagreement would falsify the claim."
